Idaeus Fossae,37.33,308.8,202
Igal,-20.09,110.9,8
II Thyle I,-69.78,180.0,0
Ikej,20.96,112.5,4
Imgr,19.12,111.18,3
Indus Vallis,18.95,38.88,342
Innsbruck,-6.39,320.04,59
Ins,24.49,108.9,2
Inta,-24.36,334.9,16
Inuvik,78.59,331.68,20
Irbit,-24.34,335.09,12
Irharen,34.49,140.82,6
Isara Valles,-5.31,213.58,5
Isidis Dorsa,12.92,88.21,1074
Isidis Planitia,13.94,88.38,1224
Isidis Regio,19.78,85.0,0
Isil,-27.02,87.93,77
Ismeniae Fossae,41.31,38.35,286
Ismenia Patera,38.55,1.8,82
Ismenius Cavus,33.9,17.08,90
Ismenius Lacus,39.67,30.0,0
Issedon Paterae,38.13,269.75,5
Issedon Tholus,36.05,265.17,54
Ister Chaos,12.95,303.44,109
Istok,-45.1,274.18,4
Ituxi Vallis,25.45,153.32,123
Ius Chasma,-7.29,275.61,839
Ius Labes,-7.47,281.54,61
Ius Mensa,-8.6,284.68,160
Izendy,-28.88,258.56,22
Jal,-26.25,331.24,4
Jama,21.39,306.82,2
Jampur,38.71,278.45,27
Jamuna,9.88,320.0,0
Janssen,2.69,37.61,153
Jarry-Desloges,-9.37,83.85,93
Jeans,-69.64,154.18,73
Jeki,23.65,307.7,0
Jen,39.88,349.43,8
Jezero,18.41,77.69,47
Jezža,-48.42,322.08,9
Jijiga,25.11,306.05,16
Jodrell,47.47,132.3,3
Johannesburg,47.92,133.19,1
Johnstown,-9.8,308.93,3
Jojutla,81.59,190.2,19
Joly,-74.5,317.31,76
Jones,-18.88,340.17,90
Jörn,-27.19,76.43,20
Jovis Fossae,19.77,244.17,348
Jovis Tholus,18.2,242.59,58
Jumla,-21.29,86.44,49
Juventae Cavi,-3.91,301.84,94
Juventae Chasma,-3.37,298.61,304
Juventae Dorsa,0.39,288.98,481
Juventae Fons,-4.94,297.0,0
Juventae Mensa,-7.93,294.37,116
Kachug,18.15,107.59,4
Kagoshima,47.32,135.73,1
Kagul,-23.73,340.97,9
Kāid,-4.46,315.3,7
Kaiser,-46.19,19.11,201
Kaj,-27.05,330.61,1
Kakori,-41.49,330.15,28
Kalba,-5.89,154.83,14
Kaliningrad,48.47,134.96,1
Kalocsa,6.92,353.05,34
Kamativi,-20.5,99.99,58
Kamloops,-53.45,327.4,63
Kamnik,-37.21,198.21,10
Kampot,-41.78,314.41,13
Kanab,-27.2,341.0,14
Kandi,-32.75,122.1,8
Kankossa,-11.83,304.46,16
Kansk,-20.52,342.73,33
Kantang,-24.44,342.42,52
Karpinsk,-45.57,327.85,28
Karshi,-23.28,340.68,21
Kartabo,-40.85,307.54,19
Kārūn Valles,-35.94,174.1,64
Karzok,18.4,228.26,15
Kasabi,-27.77,89.06,41
Kasei Valles,25.14,297.12,1580
Kashira,-27.09,341.69,65
Kasimov,-24.63,337.06,87
Kasra,21.98,103.63,3
Katoomba,-79.01,127.81,51
Kaup,22.63,326.84,3
Kaw,16.4,104.28,10
Kayne,-15.5,173.56,33
Keeler,-60.69,208.76,90
Kem',-44.94,327.03,3
Kepler,-46.69,140.98,228
Keren,20.98,337.5,28
Keul',45.99,122.23,5
Khanpur,20.73,102.0,2
Kholm,-7.21,318.0,11
Khurli,-20.94,112.96,8
Kibuye,-29.13,181.82,7
Kifrī,-45.64,305.69,13
Kimry,-20.14,343.68,20
Kin,20.2,326.62,8
Kinda,-25.69,254.85,14
Kingston,22.11,312.96,1
Kinkora,-24.95,112.88,51
Kipini,25.86,328.44,67
Kirs,-26.31,340.56,3
Kirsanov,-22.2,334.88,15
Kisambo,34.07,271.08,15
Kison Tholus,72.81,2.0,50
Kita,-22.78,342.82,10
Knobel,-6.57,133.31,123
Koga,-28.96,256.24,19
Kok,15.65,331.93,6
Kolonga,8.32,305.06,41
Kong,-5.36,321.43,11
Kontum,-32.04,292.93,22
Korolev,72.77,164.58,81
Korph,19.34,105.45,7
Koshoba,22.93,77.0,10
Kotido,1.0,350.89,44
Kotka,19.25,169.88,39
Kourou,46.73,132.78,1
Koval'sky,-29.56,218.46,296
Koy,21.47,309.59,7
Krasnoye,35.85,143.84,6
Kribi,-43.0,316.49,13
Krishtofovich,-48.09,97.34,111
Krupac,-7.79,86.01,10
Kuba,-25.31,340.36,26
Kufra,40.36,120.3,37
Kuiper,-56.99,202.87,81
Kular,16.39,108.14,8
Kumak,-35.47,291.93,13
Kumara,43.03,128.56,11
Kunes,-25.24,107.94,15
Kunowsky,56.82,350.36,66
Kushva,-43.96,324.49,37
Labeatis Catenae,19.49,266.83,220
Labeatis Fossae,24.58,275.47,1496
Labeatis Fossae,20.68,265.0,616
Labeatis Mensa,25.5,285.53,124
Labeatis Mons,37.48,284.14,42
Labou Vallis,-8.63,205.58,257
Labria,-34.94,311.93,52
Lachute,-4.27,320.24,15
Ladon Valles,-22.43,331.39,244
Laestrygon (Laestrigon),0.0,160.0,0
Laf,48.01,354.1,2
Lagarto,49.86,351.71,19
Lamas,-26.99,339.36,22
Lambert,-19.97,25.39,92
Lamont,-58.17,246.46,76
Lampland,-35.54,280.48,76
Land,48.26,351.28,5
Langtang,-38.12,224.04,9
La Paz,21.05,310.97,1
Lapri,20.32,107.49,3
Lar,-25.83,330.9,6
Lassell,-20.61,297.54,85
Lasswitz,-9.31,138.31,108
Lau,-74.3,252.52,106
Laylá,-61.11,107.12,19
Layl Cavus,-10.4,261.4,48
Lebu,-20.29,340.53,19
Lederberg,13.01,314.08,87
Leighton,3.08,57.75,65
Leleque,36.46,138.17,8
Lemgo,-42.5,325.21,15
Lemuria,69.78,160.0,0
Lenya,-26.72,253.2,14
Lethe Vallis,3.16,154.97,236
Leuk,23.91,304.99,3
Le Verrier,-37.71,17.1,137
Lexington,21.81,311.37,5
Liais,-75.3,106.93,122
Liberta,35.23,304.55,25
Libertad,23.06,330.59,31
Libya,0.0,90.0,0
Libya Montes,1.44,88.23,1043
Licus Vallis,-3.05,126.35,240
Li Fan,-46.88,206.94,105
Linpu,18.14,113.21,18
Lins,15.76,330.2,6
Lipany,-0.22,79.67,50
Lipik,-38.41,111.61,48
Liris Valles,-10.5,58.25,596
Lisboa,21.24,312.41,1
Lismore,27.04,318.35,9
Littleton,15.7,107.14,7
Liu Hsin,-53.2,188.45,134
Livny,-27.16,330.88,9
Llanesco,-28.18,258.89,29
Lobo Vallis,26.82,298.83,80
Locana,-3.39,321.91,6
Lockyer,27.84,160.51,71
Locras Valles,8.84,48.26,351
Lod,20.98,328.46,7
Lodwar,-55.09,316.68,15
Lohse,-43.24,343.31,151
Loire Valles,-17.69,342.97,790
Loja,41.22,136.21,9
Lomela,-81.65,303.81,11
Lomonosov,65.04,350.76,130
Lonar,72.99,38.29,11
Longa,-20.67,334.06,10
Loon,-18.84,113.45,7
López,-14.57,98.04,85
Lorica,-19.83,331.67,58
Los,-35.08,283.77,8
Lota,46.32,348.2,14
Loto,-21.88,337.56,22
Louros Valles,-8.41,278.23,516
Louth,70.19,103.24,36
Lowbury,42.41,267.08,17
Lowell,-51.96,278.5,202
Luba,-18.26,323.0,38
Lucaya,-11.55,51.91,34
Luck,17.26,323.09,7
Lucus Planum,-4.99,182.83,899
Luga,-44.25,312.58,44
Luki,-29.53,322.63,20
Lunae Mensa,23.91,297.5,114
Lunae Palus,14.83,295.0,0
Lunae Planum,10.79,294.49,1817
Luqa,-18.23,131.82,17
Lutsk,38.7,356.91,4
Luzin,27.06,31.28,101
Lycus Sulci,28.14,215.53,1350
Lydda,24.42,328.05,33
Lyell,-69.91,344.53,121
Lyot,50.47,29.34,221
Ma'adim Vallis,-21.98,177.5,913
Mädler,-10.65,2.77,124
Madrid,48.45,135.44,3
Mad Vallis,-56.27,76.47,537
Mafra,-44.02,306.85,13
Magadi,-34.52,313.93,50
Magelhaens,-32.36,185.42,103
Maggini,27.78,9.5,139
Mago,15.92,105.36,2
Magong,11.89,313.31,46
Maidstone,-41.56,305.78,9
Main,-76.54,49.01,110
Maja Valles,10.23,301.62,1515
Majuro,-33.26,84.33,43
Makhambet,28.43,319.53,15
Malam Cavus,-11.2,261.9,48
Malea Patera,-63.54,51.59,241
Malea Planum,-65.82,62.94,872
Mambali,-23.51,27.03,31
Mamers Valles,40.65,17.94,1020
Manah,-4.66,326.39,9
Mandora,12.22,306.37,55
Mangala Fossa,-17.27,214.12,695
Mangala Valles,-11.32,208.61,900
Manti,-3.58,322.43,15
Manzī,-22.15,332.53,7
Maraldi,-61.92,328.04,118
Marbach,17.65,111.03,24
Marca,-9.98,201.85,78
Mare Acidalium,44.66,330.0,0
Mare Australe,-59.71,350.0,0
Mare Boreum,59.71,180.0,0
Mare Chronium,-57.7,150.0,0
Mare Cimmerium,-19.78,140.0,0
Mare Erythraeum,-24.74,320.0,0
Mare Hadriacum,-39.67,90.0,0
Mareotis Fossae,44.34,283.88,1907
Mare Serpentis,-29.71,40.0,0
Mare Sirenum,-29.71,205.0,0
Mare Tyrrhenum,-19.78,105.0,0
Margaritifer Chaos,-9.3,338.3,383
Margaritifer Sinus,-9.88,335.0,0
Margaritifer Terra,-1.85,335.08,2733
Mari,-52.01,314.12,37
Maricourt,53.34,288.83,9
Marikh Vallis,-19.16,4.32,1147
Mariner,-34.68,195.76,156
Marte Vallis,14.08,182.9,231
Marth,12.94,356.55,96
Martin,-21.34,290.75,61
Martynov,-30.36,323.59,61
Martz,-34.91,144.18,92
Masursky,12.07,327.7,115
Matara,-49.61,34.59,48
Matrona Vallis,-7.66,176.19,61
Maumee Valles,19.51,307.15,390
Maunder,-49.6,1.75,90
Mawrth Vallis,22.43,343.03,634
Mazamba,-27.53,290.33,52
McLaughlin,21.9,337.63,90
McMurdo,-84.38,0.59,26
Medrissa,18.64,303.43,19
Medusae Fossae,-2.17,195.8,278
Medusae Sulci,-5.04,200.3,191
Mega,-1.43,323.1,16
Meget,18.86,107.31,4
Melas Chasma,-10.52,287.46,563
Melas Dorsa,-18.92,287.9,486
Melas Fossae,-26.28,288.48,568
Melas Labes,-8.53,288.3,107
Melas Mensa,-10.72,285.85,245
Mellish,-72.63,336.26,104
Mellit,7.12,358.27,22
Memnonia,-19.78,210.0,0
Memnonia Fossae,-23.63,206.18,1585
Memnonia Sulci,-7.16,184.17,452
Mena,-32.11,341.24,29
Mendel,-58.78,161.25,77
Mendota,35.83,138.33,8
Meridiani Planum,-0.04,356.86,1058
Meroe,34.68,75.0,0
Meroe Patera,6.98,68.77,52
Micoud,50.56,16.34,51
Mie,48.16,139.65,100
Mila,-27.16,339.25,10
Milankovič,54.46,213.42,113
Milford,-52.41,318.51,24
Millman,-53.95,210.36,73
Millochau,-21.19,85.1,112
Milna,-23.46,347.76,27
Minio Vallis,-4.38,208.33,90
Mirtos,22.12,308.24,6
Misk,-0.89,324.5,10
Mistretta,-24.68,250.87,16
Mitchel,-67.53,76.01,135
Miyamoto,-2.87,353.05,145
Mliba,-39.61,87.98,11
Moab,19.78,10.0,0
Moanda,-35.93,320.05,38
Moa Valles,35.62,305.3,265
Moeris Lacus,7.91,90.0,0
Mohawk,42.89,354.65,17
Mojave,7.48,327.01,57
Molesworth,-27.5,149.27,168
Moni,-47.01,18.77,5
Montevallo,15.25,305.73,50
Morava Valles,-13.57,335.8,364
Morella,-9.58,308.61,76
Moreux,41.79,44.54,131
Moroz,-23.77,339.43,116
Morpheos Rupes,-36.0,125.58,404
Mosa Vallis,-15.09,22.2,191
Moss,19.23,109.49,9
Muara,24.32,340.69,3
Müller,-25.74,127.89,120
Munda Vallis,-5.37,213.83,9
Murgoo,-23.64,337.55,22
Murray,-23.29,28.06,92
Musmar,24.54,304.3,0
Mut,22.36,324.24,6
Mutch,0.6,304.79,198
Naar,22.91,317.87,11
Naic,24.45,107.44,8
Nain,41.47,126.84,6
Naju,44.99,122.86,8
Naktong Vallis,4.89,33.39,669
Nakusp,24.73,324.55,7
Nan,-26.69,340.06,2
Nanedi Valles,5.05,311.38,550
Nansen,-49.92,219.58,74
Napo Vallis,-25.97,78.03,87
Nardo,-27.51,327.16,25
Naro Vallis,-4.0,60.71,442
Naruko,-36.24,198.3,4
Naryn,14.89,123.3,3
Nat Cavus,-11.9,263.1,40
Naukan,21.25,329.42,7
Navan,-25.89,336.5,24
Navua Valles,-33.94,82.68,500
Nazca,-31.63,93.67,15
Nectar,-27.72,288.0,0
Nectaris Fossae,-23.09,302.84,623
Nectaris Montes,-14.64,305.35,220
Negele,-35.8,96.0,36
Negril,20.19,69.43,52
Neith Regio,37.67,88.0,0
Neive,23.18,107.07,2
Nema,20.7,307.87,14
Nepa,-24.97,340.33,16
Nepenthes,19.78,100.0,0
Nepenthes Mensae,9.19,119.42,2176
Nepenthes Patera,11.86,89.0,25
Nepenthes Planum,14.01,113.79,1650
Nereidum Fretum,-44.66,305.0,0
Nereidum Montes,-37.57,316.79,1142
Nestus Valles,-7.03,201.52,38
Neukum,-44.9,28.4,102
Never,23.5,105.77,2
Neves,-3.39,151.31,22
New Bern,21.53,310.85,1
Newcomb,-24.27,1.04,254
New Haven,22.08,310.74,1
New Plymouth,-15.78,175.87,31
Newport,22.24,311.04,1
Newton,-40.5,201.97,299
Nhill,-28.68,256.67,23
Nia Chaos,-6.74,292.62,48
Nia Fossae,-14.73,288.23,379
Nia Mensa,-7.72,292.68,95
Nia Tholus,-6.59,285.05,34
Nia Vallis,-53.53,325.19,140
Nicer Vallis,-6.96,201.81,22
Nicholson,0.21,195.57,102
Nier,42.79,106.11,46
Niesten,-28.0,57.75,114
Nif,19.91,303.76,8
Niger Vallis,-34.96,92.57,360
Niliacus Lacus,29.71,330.0,0
Nili Fossae,22.02,76.69,727
Nili Patera,8.97,67.17,67
Nili Tholus,9.15,67.35,7
Nilokeras,29.71,305.0,0
Nilokeras Fossa,24.59,302.17,267
Nilokeras Mensae,30.48,308.05,450
Nilokeras Scopulus,31.72,304.15,901
Nilosyrtis,41.66,70.0,0
Nilosyrtis Mensae,34.77,68.47,676
Nilus Chaos,25.39,283.05,283
Nilus Dorsa,20.68,280.94,292
Nilus Mensae,22.2,287.77,206
Nipigon,33.76,278.16,8
Niquero,-38.79,194.03,10
Nirgal Vallis,-28.16,318.32,610
Nitro,-21.26,336.0,29
Nix Olympica,19.78,230.0,0
Njesko,-35.25,85.11,27
N. Mareotis Tholus,36.38,273.79,3
Noachis,-44.66,30.0,0
Noachis Terra,-50.41,354.84,5519
Noc Cavus,-13.4,263.3,29
Noctis Fossae,-2.69,261.15,712
Noctis Labyrinthus,-6.36,258.81,1190
Noctis Tholus,-12.3,261.8,18
Noma,-25.43,335.69,40
Noord,-19.27,348.73,7
Nordenskiöld,-52.37,201.24,85
Northport,18.52,305.52,18
Novara,-24.9,349.31,86
Nqutu,-38.04,169.55,21
Nune,17.55,321.24,8
Nutak,17.41,329.74,11
Nybyen,-37.02,343.34,6
Obock,-2.01,150.53,14
Ocampo,32.66,138.3,7
Oceanidum Fossa,-61.58,330.49,167
Oceanidum Mons,-54.93,318.77,33
Ochakov,-42.11,328.14,31
Ochus Valles,7.07,314.96,127
Octantis Cavi,-52.57,314.03,71
Octantis Mons,-55.26,317.15,19
Oenotria Plana,-8.14,76.64,61
Oenotria Scopuli,-6.62,77.11,1425
Oenotria Scopulus,-7.77,77.36,1615
Oglala,-3.11,321.89,17
Ogygis Regio,-44.66,295.0,0
Ogygis Rupes,-33.03,305.47,184
Ogygis Undae,-49.66,293.79,87
Ohara,4.92,82.48,9
Okavango Valles,38.1,8.97,285
Okhotsk,22.97,312.67,1
Okotoks,-21.21,84.41,21
Olenek,19.87,305.78,3
Olom,22.96,302.34,5
Oltis Valles,-23.5,338.35,169
Olympia,79.88,160.0,0
Olympia Cavi,85.06,182.23,342
Olympia Mensae,78.0,119.98,335
Olympia Planitia,81.4,180.0,1100
Olympia Planum,82.18,188.81,804
Olympia Rupēs,86.04,174.16,1197
Olympia Undae,81.16,178.48,1507
Olympica Fossae,24.85,246.08,420
Olympus Maculae,17.36,217.16,124
Olympus Mons,18.65,226.2,610
Olympus Paterae,18.32,226.81,85
Olympus Rupes,18.4,226.44,1914
Ome,20.6,104.02,2
Ōmura,-25.36,334.79,8
Onon,16.13,102.48,3
Oodnadatta,-52.43,325.83,25
Ophir,-9.88,295.0,0
Ophir Catenae,-9.46,300.6,509
Ophir Cavus,-9.89,304.96,36
Ophir Chasma,-4.0,287.65,314
Ophir Labes,-11.01,291.72,92
Ophir Mensa,-3.99,286.51,103
Ophir Planum,-8.45,302.18,642
Oraibi,17.22,327.66,32
Orcus Patera,14.13,178.35,387
Ore,16.78,326.07,7
Orinda,45.37,126.98,9
Orson Welles,-0.19,314.1,115
Ortygia,59.71,360.0,0
Ortygia Colles,53.9,350.7,255
Ortygia Tholus,69.78,352.0,100
Ostrov,-26.55,331.89,72
Osuga Valles,-15.31,321.41,164
Oti Fossae,-9.63,242.91,373
Ottumwa,24.58,304.25,51
Oudemans,-9.84,268.23,124
Oxia Chaos,0.22,320.13,24
Oxia Colles,21.24,333.73,595
Oxia Palus,7.91,342.0,0
Oxus,19.78,348.0,0
Oxus Cavus,37.41,359.48,37
Oxus Patera,38.97,359.66,33
Oyama,23.57,339.89,100
Pabo,-26.9,336.92,9
Padus Vallis,-4.52,210.02,57
Pai,-41.1,37.6,42
Paks,-7.66,317.96,6
Pál,-31.31,108.7,71
Palana,21.04,102.02,4
Palikir,-41.57,202.14,15
Pallacopas Vallis,-54.73,339.52,134
Palos,-2.69,110.9,54
Panchaia,59.71,160.0,0
Panchaia Rupēs,64.37,129.83,1113
Pandorae Fretum,-24.74,44.0,0
Pangboche,17.28,226.6,10
Paraná Valles,-23.19,350.2,329
Paros,21.99,261.87,34
Parva Planum,-73.67,264.93,1027
Pasithea Dorsum,-55.14,318.42,282
Pasteur,19.31,24.62,116
Patapsco Vallis,23.7,152.51,172
Pau,-55.4,59.3,42
Pavonis Chasma,2.73,248.98,45
Pavonis Fossae,4.15,248.71,156
Pavonis Mons,1.48,247.04,366
Pavonis Sulci,4.01,242.63,425
Peace Vallis,-4.21,137.23,35
Pebas,-2.6,359.04,5
Peixe,20.33,312.4,9
Peneus Mons,-30.9,86.1,0
Peneus Palus,-35.06,56.71,870
Peneus Patera,-57.82,52.65,128
Penticton,-38.37,96.76,8
Peraea Cavus,-29.61,95.43,56
Peraea Mons,-31.08,86.11,14
Perepelkin,52.44,295.17,77
Peridier,25.51,83.91,94
Perrotin,-2.82,282.06,82
Persbo,8.57,156.88,19
Peta,-21.26,350.9,75
Pettit,12.25,186.13,92
Phaenna Dorsum,-53.79,316.71,164
Phaethontis,-49.67,205.0,0
Phedra,13.84,123.88,20
Philadelphia,21.76,312.02,1
Phillips,-66.34,315.11,185
Phison,19.78,40.0,0
Phison Rupes,26.7,50.35,203
Phlegethon Catena,38.83,256.72,399
Phlegra,31.0,172.2,134
Phlegra Dorsa,25.08,170.37,2818
Phlegra Montes,40.4,163.71,1350
Phoenicis Lacus,-11.86,250.0,0
Phon,15.53,102.79,10
Phrixi Regio,-39.67,290.0,0
Phrixi Rupes,-44.67,292.97,413
Pica,19.82,306.77,2
Pickering,-33.48,227.39,115
Piña,18.37,111.74,5
Pindus Mons,39.47,271.48,16
Pinglo,-2.92,323.24,15
Pital,-9.27,297.72,41
Pityusa Dorsa,-64.24,29.5,397
Pityusa Patera,-66.88,36.86,196
Pityusa Rupes,-63.96,28.32,430
Piyi,-22.88,106.63,11
Planum Angustum,-79.8,276.8,206
Planum Australe,-83.35,157.7,1429
Planum Boreum,87.32,54.96,354
Planum Chronium,-59.14,139.5,576
Platte,16.03,113.18,3
Playfair,-77.91,234.22,62
Plum,-26.07,340.93,2
Podor,-44.11,316.86,25
Pollack,-7.79,25.26,96
Polotsk,-19.89,333.66,30
Pompeii,18.98,300.9,31
Poona,23.76,307.68,19
Port-Au-Prince,21.1,311.82,1
Porter,-50.36,246.24,103
Porth,21.19,104.21,9
Portsmouth,22.55,310.93,1
Porvoo,-43.3,319.19,9
Poti,-36.31,86.56,30
Poynting,8.42,247.25,69
Prao,-11.16,56.61,20
Priestley,-54.12,130.7,42
Princeton,21.69,310.89,2
Proctor,-47.63,29.72,172
Promethei Chasma,-82.66,141.39,295
Promethei Lingula,-82.8,119.89,571
Promethei Mons,-70.57,87.44,65
Promethei Planum,-79.18,88.36,831
Promethei Rupes,-75.54,90.24,1379
Promethei Sinus,-64.74,80.0,0
Promethei Terra,-64.37,97.0,3244
Propontis,44.66,175.0,0
Protei Regio,-22.76,310.0,0
Protonilus,41.66,45.0,0
Protonilus Mensae,43.87,48.86,1033
Protva Valles,-29.11,299.42,259
Ptolemaeus,-45.88,202.4,165
Pulawy,-36.41,283.38,51
Púnsk,20.62,318.87,11
Pursat,-37.36,130.76,17
Puyo,83.93,137.26,9
Pylos,16.79,329.92,18
Pyramus Fossae,50.39,66.31,298
Pyrrhae Chaos,-10.46,331.6,162
Pyrrhae Fossae,-29.2,336.2,430
Pyrrhae Regio,-14.83,322.0,0
Qibā,17.13,103.09,4
Quenisset,34.27,40.67,136
Quick,18.19,310.75,13
Quines,-41.86,89.25,10
Quorn,-5.56,326.38,6
Quthing,0.4,149.29,15
Rabe,-43.61,34.91,106
Radau,16.95,355.29,109
Raga,-48.1,242.42,3
Rahe,25.05,262.52,34
Rahway Valles,8.46,173.58,346
Rakke,-4.57,316.64,18
Rana,-25.59,338.2,12
Raub,42.38,135.11,6
Rauch,21.56,301.87,32
Rauna,35.26,327.92,2
Ravius Valles,46.12,249.83,388
Ravi Vallis,-0.42,319.52,148
Rayadurg,-18.45,102.43,21
Rayleigh,-75.57,118.94,125
Redi,-60.33,92.8,60
Renaudot,42.04,62.68,63
Rengo,-43.45,316.37,13
Resen,-27.94,108.87,7
Reull Vallis,-42.14,104.95,1051
Reutov,-45.07,202.29,18
Reuyl,-9.63,166.93,84
Revda,-24.28,331.5,26
Reykholt,40.48,273.86,52
Reynolds,-74.99,202.41,90
Rhabon Valles,21.21,268.73,245
Ribe,16.49,330.84,11
Richardson,-72.47,180.14,89
Rimac,44.97,136.06,7
Rincon,-8.0,316.99,13
Ritchey,-28.42,309.01,77
Robert Sharp,-4.17,133.42,152
Roddenberry,-49.37,355.57,139
Roddy,-21.65,320.61,85
Romny,-25.4,341.83,5
Rong,22.46,314.65,8
Rongxar,26.33,304.56,21
Roseau,-41.69,150.57,6
Ross,-57.39,252.16,82
Rossby,-47.52,167.92,80
Rubicon Valles,44.41,242.48,308
Ruby,-25.24,342.93,26
Rudaux,38.03,50.96,107
Ruhea,-43.26,173.08,9
Runanga,-26.64,75.96,41
Runa Vallis,-28.34,323.29,36
Rupes Tenuis,81.6,274.53,669
Russell,-54.5,12.43,135
Rutherford,19.03,349.41,107
Ruza,-34.0,307.28,22
Rynok,44.13,121.76,8
Rypin,-1.28,319.11,18
Sabis Vallis,-5.01,207.49,212
Sabo,25.17,311.06,4
Sabrina Vallis,10.99,310.96,280
Sacra Dorsa,11.21,293.91,1416
Sacra Fossae,20.36,290.0,950
Sacra Mensa,24.64,291.78,577
Sacra Sulci,22.16,285.3,1009
Sagan,10.72,329.4,90
Saheki,-21.74,73.14,82
Salaga,-47.19,308.89,28
Samara Valles,-24.17,341.27,661
Sandila,-25.56,329.65,13
Sangar,-27.53,335.66,30
San Juan,22.87,311.96,1
Santaca,-41.06,87.37,15
Santa Cruz,21.25,312.74,1
Santa Fe,19.28,312.05,20
Saravan,-16.93,305.98,46
Sarh,-64.85,345.42,50
Sarn,-77.34,305.28,11
Sarno,-44.37,305.85,20
Satka,-42.68,323.06,18
Sauk,-44.67,327.44,3
Savannah,22.02,312.22,1
Savich,-27.49,96.12,179
Say,-28.07,330.33,13
Scamander Vallis,15.89,28.53,269
Scandia,60.21,212.1,0
Scandia Cavi,77.55,209.65,663
Scandia Colles,65.47,220.87,1521
Scandia Tholi,73.91,201.28,398
Schaeberle,-24.37,50.23,158
Schiaparelli,-2.71,16.77,458
Schmidt,-72.07,282.1,201
Schöner,19.93,50.7,198
Schroeter,-1.9,55.99,291
Scylla Scopulus,-25.22,18.34,476
Sebec,-39.5,99.41,63
Secchi,-57.84,102.15,223
Sefadu,28.74,325.03,10
Selevac,-37.39,228.93,7
Semeykin,41.51,8.75,73
Seminole,-24.18,340.89,20
Senus Vallis,-5.23,213.04,22
Sepik Vallis,-1.01,294.27,59
Sevel,79.21,323.78,7
Sevi,18.89,103.03,3
Sfax,-7.67,316.58,6
Shalbatana Vallis,7.33,317.91,1029
Shambe,-20.58,329.31,35
Shardi,10.05,344.68,16
Sharonov,27.0,301.47,99
Shatskiy,-32.36,345.11,69
Shawnee,22.49,328.49,16
Sian,19.96,312.0,4
Sibiti,-12.37,294.74,33
Sibu,-23.02,340.28,17
Sibut,9.68,310.65,22
Sigli,-20.31,329.19,30
Silinka Vallis,9.13,331.95,150
Siloe Patera,35.3,6.55,39
Simois Colles,-37.72,183.41,86
Simud Valles,19.09,321.99,987
Sinai,-19.78,290.0,0
Sinai Dorsa,-12.77,281.08,456
Sinai Fossae,-14.08,281.33,589
Sinai Planum,-13.72,272.24,901
Sinda,15.75,111.28,6
Singa,-22.43,342.67,13
Sinop,-23.28,110.62,14
Sinton,40.75,31.73,62
Sinus Meridiani,-4.94,360.0,0
Sinus Sabaeus,-7.91,20.0,0
Sirenum Fossae,-35.57,197.26,2731
Sirenum Mons,-38.22,212.15,122
Sirenum Tholus,-34.64,215.21,53
Sisyphi Cavi,-72.2,353.7,423
Sisyphi Montes,-69.65,13.08,200
Sisyphi Planum,-69.64,6.41,1032
Sisyphi Tholus,-75.68,341.47,27
Sithonius Lacus,44.66,115.0,0
Sitka,-4.28,320.77,16
Siton Undae,75.55,297.28,222
Sitrah,-59.09,217.72,33
Sklodowska,33.52,357.05,109
Slipher,-47.34,275.54,127
Smith,-65.76,257.27,74
Soffen,-23.73,140.86,58
Sögel,21.43,304.85,28
Sokol,-42.37,319.32,22
Solano,-26.74,108.95,9
Solis Dorsa,-22.88,280.26,779
Solis Lacus,-27.72,270.0,0
Solis Planum,-26.4,270.33,1811
Somerset,-9.73,308.74,3
Soochow,16.73,331.18,30
Souris,19.47,113.31,2
South,-76.94,21.91,101
Spallanzani,-58.01,86.38,71
Spry,-3.7,321.57,7
Spur,22.02,307.74,8
Srīpur,-30.74,259.29,22
Stege,3.75,300.5,76
Steinheim,54.57,190.65,11
Steno,-67.75,244.63,103
Stobs,-4.96,321.7,12
Stokes,55.63,171.29,62
Ston,46.87,122.55,6
Stoney,-69.61,221.49,161
Stura Vallis,22.71,142.47,75
Stygis Catena,23.25,150.57,65
Stygis Fossae,26.92,149.83,385
Styx,29.71,160.0,0
Styx Dorsum,30.81,151.86,90
Suata,-18.91,106.67,23
Subur Vallis,11.63,306.85,26
Sucre,23.69,305.41,13
Suess,-66.88,181.51,71
Sūf,16.34,321.78,9
Sulak,18.17,281.39,25
Sulci Gordii,19.02,234.27,400
Sumgin,-36.53,311.33,78
Sungari Vallis,-40.33,88.5,344
Surinda Valles,-28.8,324.89,80
Surius Vallis,-61.2,311.28,30
Surt,16.85,329.36,9
Suzhi,-27.41,86.1,24
Swanage,26.45,326.33,18
Syria,-19.78,260.0,0
Syria Colles,-13.46,259.27,630
Syria Mons,-13.88,255.73,73
Syria Planum,-12.09,256.1,735
Syrtis Major,9.88,70.0,0
Syrtis Major Planitia,9.39,69.5,1262
Syrtis Major Planum,9.2,67.1,1214
Sytinskaya,42.42,306.94,89
Tábor,-35.5,301.67,19
Tabou,-45.1,324.96,7
Tader Valles,-48.78,207.7,200
Taejin,-35.2,85.66,28
Tagus Valles,-6.68,114.54,144
Tak,-26.02,331.35,5
Tala,-20.34,112.79,8
Talas,-35.67,75.37,30
Talsi,-41.53,310.63,9
Taltal,-39.51,234.21,10
